Nom,Prix,Description,Isbn,Photo,Editeur,Auteur
La Défaite de l'Occident,23.0,"L'implosion de l'URSS a remis l'histoire en mouvement. Elle avait plongé la Russie dans une crise violente. Elle avait surtout créé un vide planétaire qui a aspiré l'Amérique, pourtant elle-même en crise dès 1980. Un mouvement paradoxal s'est alors déclenché : l'expansion conquérante d'un Occident qui dépérissait en son coeur. La disparition du protestantisme a mené l'Amérique, par étapes, du néo-libéralisme au nihilisme ; et la Grande-Bretagne, de la financiarisation à la perte du sens de l'humour. L'état zéro de la religion a conduit l'Union européenne au suicide mais l'Allemagne devrait ressusciter. Entre 2016 et 2022, le nihilisme occidental a fusionné avec celui de l'Ukraine, né lui de la décomposition de la sphère soviétique. Ensemble, OTAN et Ukraine sont venus buter sur une Russie stabilisée, redevenue une grande puissance, désormais conservatrice, rassurante pour ce Reste du monde qui ne veut pas suivre l'Occident dans son aventure. Les dirigeants russes ont décidé une bataille d'arrêt : ils ont défié l'OTAN et envahi l'Ukraine. Mobilisant les ressources de l'économie critique, de la sociologie religieuse et de l'anthropologie des profondeurs, Emmanuel Todd nous propose un tour du monde réel, de la Russie à l'Ukraine, des anciennes démocraties populaires à l'Allemagne, de la Grande-Bretagne à la Scandinavie et aux États-Unis, sans oublier ce Reste du monde dont le choix a décidé de l'issue de la guerre.",978-2073041135,https://m.media-amazon.com/images/I/71aEiWhI7GL._SY522_.jpg,GALLIMARD (11 janvier 2024),Emmanuel Todd
Le Journal d'Anne Frank (Nouvelle édition),7.9,"Anne Frank est née le 12 juin 1929 à Francfort. Sa famille a émigré aux Pays-Bas en 1933. À Amsterdam, elle connaît une enfance heureuse jusqu’en 1942, malgré la guerre. Le 6 juillet 1942, les Frank s’installent clandestinement dans «l’Annexe» de l’immeuble du 263, Prinsengracht. Le 4 août 1944, ils sont arrêtés sur dénonciation. Déportée à Auschwitz, puis à Bergen-Belsen, Anne meurt du typhus en février ou mars 1945, peu après sa sœur Margot. La jeune fille a tenu son journal du 12 juin 1942 au 1er août 1944, et son témoignage, connu dans le monde entier, reste l’un des plus émouvants sur la vie quotidienne d’une famille juive sous le joug nazi. Cette édition comporte des pages inédites.",978-2253937432,https://m.media-amazon.com/images/I/71DKiNxs0dL._SY522_.jpg,Le Livre de Poche (25 mai 2022),Anne Frank
Le labyrinthe des égarés: L'Occident et ses adversaires,12.33,"Une guerre dévastatrice vient d’éclater au cœur de l’Europe, qui ravive les pires traumatismes du passé ; des menaces de cataclysme nucléaire sont constamment agitées, alors qu’on les croyait définitivement écartées ; un bras de fer planétaire se déroule, opposant l’Occident à la Chine et à la Russie… Il est clair qu’un bouleversement majeur est en train de se produire, qui affecte déjà notre mode de vie, et qui remet en cause les fondements mêmes de notre civilisation. Chacun en a conscience, mais personne encore n’a contemplé cette crise avec la profondeur de champ qu’elle mérite.
Comment en est-on arrivé là ? Amin Maalouf remonte, dans ce livre, aux origines de ce nouvel affrontement entre l’Occident et ses adversaires, en retraçant l’itinéraire de quatre grandes nations : d’abord le Japon de l’ère Meiji, qui fut le premier pays d’Asie à défier la suprématie des nations « blanches », et dont la modernisation accélérée fascina l’humanité entière, notamment les autres pays d’Orient, qui tous rêvèrent de l’imiter ; puis la Russie soviétique, qui constitua, pendant trois-quarts de siècle, une formidable menace pour l’Occident, son système et ses valeurs, avant de s’effondrer ; ensuite la Chine, qui représente en ce vingt-et-unième siècle, par son développement économique, par son poids démographique et par l’idéologie de ses dirigeants, le principal défi à la suprématie de l’Occident ; et enfin les Etats-Unis, qui ont tenu tête à chacun des trois « challengers », et qui sont devenus, au fil des guerres, le chef suprême de l’Occident et la première superpuissance planétaire.
L’ensemble de ces récits constitue une grande fresque historique qui éclaire, comme on ne l’avait jamais vu jusqu’ici, les enjeux des conflits en cours, les motivations des protagonistes, et les étranges paradoxes de notre époque.
En exergue du livre, l’auteur cite cette parole si pertinente de Faulkner : « Le passé ne meurt jamais. Il ne faut même pas le croire passé. »",978-2246830436,https://m.media-amazon.com/images/I/41KMHB4YHML.jpg,Grasset (4 octobre 2023),Amin Maalouf
Comment ça va pas ?: Conversations après le 7 octobre,16.0,"Fracassée comme tant d’autres après le massacre perpétré par le Hamas le 7 octobre 2023 en Israël, l’auteur voit son monde s’effondrer. Elle dont la mission consiste à porter la souffrance des autres sur ses épaules et à la soulager par ses mots, se trouve soudain en état de sidération, impuissante et aphasique.
Dans la fièvre, elle écrit alors ce petit traité de survie, comme une tranche d’auto-analyse qui la fait revenir sur ses fondements existentiels.
Le texte est composé de dix conversations réelles ou imaginaires : conversation avec ma douleur, conversation avec mes grands-parents, conversation avec la paranoïa juive, conversation avec Claude François, conversation avec les antiracistes, conversation avec Rose, conversation avec mes enfants, conversation avec ceux qui me font du bien, conversation avec Israël, conversation avec le Messie.
Ce livre entre en résonnance avec",978-2246838463,https://m.media-amazon.com/images/I/71Ic--g3u3L._SY522_.jpg,Grasset (21 février 2024),Delphine Horvilleur
Le mythe de Sisyphe,9.4,"""Il n'y a qu'un problème philosophique vraiment sérieux : c'est le suicide."" Avec cette formule foudroyante, qui semble rayer d'un trait toute la philosophie, un jeune homme de moins de trente ans commence son analyse de la sensibilité absurde. Il décrit le ""mal de l'esprit"" dont souffre l'époque actuelle : ""L'absurde naît de la confrontation de l'appel humain avec le silence déraisonnable du monde.""",978-2070322886,https://m.media-amazon.com/images/I/71XqSIivsyL._SY522_.jpg,FOLIO ESSAIS (21 février 1985),Albert Camus
"Baby clash, devenir parents sans s'étriper !",18.95,"« On peut s’aimer très fort, se respecter par-delà les montagnes, l’arrivée d’un enfant est un chamboulement tel que la branche est susceptible de craquer. Il ne faut pas en avoir honte ni imaginer qu’on a foiré nos plantations. On est simplement comme tout le monde : l’enfant est là, ce n’est pas toujours simple, et notre couple se démerde comme il peut. »

La transformation du couple amoureux en couple parental ne va pas toujours de soi. On a beau savoir que la période sera chahutée, fatigante et source de difficultés, on préfère éviter le sujet, et croire que les ajustements se feront tous seuls... Malheureusement, ce n’est pas toujours le cas.

La bonne nouvelle, c’est qu’il n’y a rien à craindre ! Le clash survient généralement pour de très bonnes raisons, et peut s'avèrer libérateur. Il est l’occasion pour le couple de mieux se connaître et de se renforcer, ou de se quitter pour s’épanouir séparément.

En s’appuyant sur les histoires de ses patients, Anna Roy propose des conseils concrets pour éviter le baby clash, le gérer dès les premiers signes de tension, ou encore le surmonter en cas de crise.

Alors, qui a peur du baby clash ? Franchement, pas grand monde, vous allez voir.",978-2036043657,https://m.media-amazon.com/images/I/71hq3R4AZ3L._SY522_.jpg,Larousse (3 janvier 2024),Anna Roy
L'Icône immolée,18.9,"Trente ans après sa disparition, le nom d’Ayrton Senna résonne toujours sur les circuits du monde entier. Comme pour les plus grandes dates de l’histoire récente, beaucoup d’anonymes et bien sûr tous les amateurs de Formule 1 se souviennent où ils étaient et ce qu’ils faisaient le 1er mai 1994 lorsqu’ils ont appris que le champion brésilien venait de se tuer sur le circuit d’Imola.
Au cœur de cette collection remarquée et primée (La nuit d’avant), Lionel Froissart le grand spécialiste de F1 et ami du pilote use du « je » et parle pour Senna (avec l’accord de la famille). Il se balade dans la tête du champion la veille de l’évènement - comme le veut cette collection - pour mieux revisiter son histoire et surtout celle de ce circuit si particulier. Les mots y sont très forts, on est avec Senna, puis avec tous ceux qui font la F1 de l’époque, jusqu’aux échanges avec son meilleur ennemi (devenu son ami) : Alain Prost. C’est un livre unique, rare, le dernier que l’auteur consacrera à son ami Senna",979-1097469429,https://m.media-amazon.com/images/I/51gfUYM2t1L._SY522_.jpg,EN EXERGUE (15 mars 2024),Lionel Froissart
7 octobre: La journée la plus meurtrière de l'histoire d'Israël racontée par les victimes et leurs proches,23.0,"Le 7 octobre 2023, le Hamas lance une attaque sans précédent contre Israël. Des civils sont massacrés, torturés, violés, brûlés ou enlevés, lors de cette journée la plus meurtrière pour le peuple juif depuis la Seconde Guerre mondiale.
Afin de donner un visage à ces femmes, ces hommes et ces enfants, Lee Yaron a écrit leur histoire. Du festival de musique « Tribe of Nova » au kibboutz Be’eri, d’une famille de Bédouins à un rescapé de la Shoah, d’ouvriers agricoles népalais à des réfugiés ukrainiens, la journaliste israélienne recueille chaque détail de cette tragédie pour restituer la violence inouïe qui s’est déchaînée ce jour-là.
S’appuyant sur des centaines d’entretiens, de transcriptions d’appels et de messages échangés – précédant parfois l'horreur de quelques secondes –, ce livre est la première grande enquête publiée sur cette journée noire. Suivi d’une postface de Joshua Cohen et en cours de traduction à travers le monde,",978-2246838265,https://m.media-amazon.com/images/I/712zTDj6kKL._SY522_.jpg,Grasset (24 avril 2024),Lee YARON
,7.58,,,,,
"Bordel, soyons libres !: 7 secrets pour vivre une vie puissante et affranchie",19.95,"Je m'appelle Harmony, j'ai 33 ans et j'ai purgé ma peine.

Dans ce livre, j’ai eu envie de te transmettre mes secrets. Je souhaite qu’il soit le support sur lequel t’appuyer dans les moments de doute. Dans tes élans de libération. Dans tes décisions déterminantes. Quand tu sentiras que tu es derrière les barreaux d’une prison : celle dans laquelle ton esprit se retrouve trop souvent enfermé. Eh bien ce livre sera là pour TOI.
Alors, vas-y, ose.
Chante, danse, ris et célèbre-toi !",978-2036055469,https://m.media-amazon.com/images/I/71dOkAALp3L._SY522_.jpg,Larousse; Illustrated édition (10 avril 2024),Harmony Albertini
