Nom,Prix,Description,Isbn,Photo,Editeur,Auteur
Vous êtes Elon Musk: Un livre dont vous êtes le héros,14.98,Essayez de prendre les mêmes décisions que Elon Musk.Serez-vous capable de créer Tesla? SpaceX? Ou mourrez-vous dans l'une des aventures de la vie de Musk? Ou serez-vous transporté dans un univers parallèle en fonction de vos décisions?Ce livre vous en donnera la réponse.,978-1698872889,https://m.media-amazon.com/images/I/613Tskf2kyL._SY522_.jpg,Independently published (10 octobre 2019),Steve Rioux
Le nom sur le mur,19.8,"Je ne suis pas l'ami d'André Chaix, et aurais-je d'ailleurs su l'être, moi que presque rien ne relie à lui ? Juste un nom sur le mur. Chaix était un résistant, un maquisard, un jeune homme à la vie brève comme il y en eut beaucoup. Je ne savais rien de lui. J'ai posé des questions, j'ai recueilli des fragments d'une mémoire collective, j'ai un peu appris qui il était. Dans cette enquête, beaucoup m'a été donné par chance, presque par miracle, et j'ai vite su que j'aimerais raconter André Chaix. Sans doute, toutes les vies sont romanesques. Certaines plus que d'autres. Quatre-vingts années ont passé depuis sa mort. Mais à regarder le monde tel qu'il va, je ne doute pas qu'il faille toujours parler de l'Occupation, de la collaboration et du fascisme, du rejet de l'autre jusqu'à sa destruction. Ce livre donne la parole aux idéaux pour lesquels il est mort et questionne notre nature profonde, ce désir d'appartenir à plus grand que nous, qui conduit au meilleur et au pire. H. L. T.",978-2073061539,https://m.media-amazon.com/images/I/71Xrq-ZOOxL._SY522_.jpg,GALLIMARD; Illustrated édition (18 avril 2024),Hervé Le Tellier
Un enfant sans ombre,10.53,"Shaul Harel, alias Charlie Hilsberg, a perdu son ombre à l’âge de cinq ans, à la fin de 1942, lorsqu'il est séparé de sa famille, de son entourage et de sa langue maternelle.

Grâce au courage de la résistance belge, il échappe aux fours crématoires car aucun enfant de moins de treize ans envoyé à Auschwitz à partir du camp de concentration de Malines en Belgique n’en est revenu. Le petit Charlie passe de cachette en cachette, solitaire, sans pouvoir révéler sa véritable identité. Il apprend à se taire, à pleurer sans larmes et surtout à survivre. À la fin de la guerre, il se retrouve sans parents, sans son frère et sa sœur, et doit continuer à lutter pour sa survie.

Ce livre décrit son parcours dans les orphelinats de Belgique, son émigration en Israël, son séjour dans les maisons d’enfants de l’Aliyat Hanoar, son service militaire -au cours duquel il est grièvement blessé- et comment il a su se créer une nouvelle ombre et une nouvelle vie. En reconnaissance à celles et ceux qui lui ont sauvé la vie, il entreprend de consacrer la sienne à soigner les enfants. Il étudie la médecine à l’Université Hébraïque de Jérusalem et aux États-Unis, puis s’adonne à la création et à la consolidation d’une nouvelle discipline en Israël: la neuropédiatrie et le développement de l’enfant.

Le parcours de Shaul Harel est une saga belgo-israélienne recouvrant la période de la Shoah et celle des premières années de l’existence de l’État d’Israël. C'est l’histoire d'un enfant qui a su surmonter un traumatisme grave et réaliser, contre toute attente, une carrière professionnelle et personnelle hors du commun.

C’est un message universel de survie, d’optimisme et d’espoir.",979-8547546846,https://m.media-amazon.com/images/I/71Z1h-GFbWL._SY522_.jpg,Independently published (1 août 2021),Prof. Shaul Harel
... mais la vie continue,16.67,"C'est l'histoire d'un homme qui vient d'avoir quatre-vingt-deux ans. Déjà ? Jadis, il était toujours pressé, il régnait sur le monde de la culture et il se sentait invincible. Aujourd'hui, à la retraite, c'est plus calme : les défaillances du corps, les anxiétés de l'âme, la peur de perdre ses vieux amis qui forment une bande de joyeux octogénaires… Une autre vie commence. Avec le plaisir de pouvoir enfin prendre son temps – et aussi de le perdre. À travers ce narrateur qui lui ressemble comme deux gouttes de vieux bourgogne, Bernard Pivot raconte le grand âge à sa façon. Curiosité, lucidité, humour, c'est bien lui. Et c'est bien sa manière de proposer une petite leçon de gouvernance individuelle où chacun trouvera quelques recettes pour vieillir heureux.",978-2253107378,https://m.media-amazon.com/images/I/712G4TWkQNL._SY522_.jpg,Le Livre de Poche (6 avril 2022),Bernard Pivot
Mes guerres: Confidences d'une grand reporter,23.0,"Voilà une femme que l'on a regardée derrière nos écrans de télévision en nous disant : elle a du cran. Son visage, sa voix si familière, ses reportages en zone de guerre (Afghanistan, Golfe, Tchétchénie, Rwanda...), son style bien à elle ont marqué nos esprits. Aujourd'hui, elle lève le voile pour nous faire découvrir les coulisses d'un monde aussi passionnant qu'impitoyable dans lequel elle a su se frayer un chemin. L'amour du métier de grand reporter chevillé au corps, elle a dû endurer la misogynie et les stéréotypes dont on l'affublait, mais elle a tenu bon au nom d'un idéal : porter la parole des femmes et des hommes victimes de l'horreur de la guerre. Ce récit n'élude pas non plus ses guerres intimes : endométriose, cancer, harcèlement. Celle qui n'a jamais pu être mère a aussi soulevé des montagnes pour construire, il y a vingt ans, un hôpital pour enfants à Kaboul, dans un Afghanistan occupé par les talibans. Il est toujours debout. C'est ce parcours d'aventurière moderne que res-titue pour nous Marine Jacquemin. Ce livre est à la fois un témoignage humain bouleversant et l'introspection d'une femme dans un monde d'hommes, décidée à s'accomplir en tant que journaliste, amie, amoureuse...",979-1032930267,https://m.media-amazon.com/images/I/51Xlf1zFFpL._SY522_.jpg,L'OBSERVATOIRE; Illustrated édition (17 avril 2024),Marine Jacquemin
La Lignée,21.9,"Louise et Madeleine. Deux écrivaines, deux générations. L'une écrit pour fuguer, l'autre fugue pour écrire. L'une débute dans l'écriture, l'autre n'écrit plus.
À travers une correspondance intime, elles partagent leurs doutes face à la création et à leurs vies de femmes artistes, d'épouses et de mères. Être prête à décevoir, à déplaire, à oser dire ce que l'on pense et à faire ce qui doit être fait pour devenir – au-delà des injonctions, de la culpabilité, des injustices sociales et de genre – la personne que l'on devait être.

Une ode à la transmission, à la nature et à la liberté qui pose la question brûlante : quand on a pris certains chemins dans la vie – travail, mariage, enfants –, a-t-on encore le droit d'être soi ?

À travers cette amitié épistolaire, qui nous plonge dans les abîmes de la création et dans la solitude de la vie d'écrivain, Aurélie Valognes nous livre son roman le plus intime.",978-2213720562,https://m.media-amazon.com/images/I/81J6qmry5TL._SY522_.jpg,Fayard; 1er édition (28 février 2024),Aurélie Valognes
Marion et les crocodiles d'Amstrad: L'histoire d'Amstrad France,12.71,"L’histoire d’Amstrad comme vous ne l’avez jamais lue !
Marion Vannier, emblématique patronne d’Amstrad France, sert de fil conducteur à ce livre qui retrace l’épopée d’Amstrad et de ses ordinateurs mythiques : les CPC, les PCW et les PC.
De sa province natale au conseil d’administration d’une firme multinationale, vous découvrirez le parcours hors norme d’une femme déterminée à s’imposer à la seule force de son travail.
Les relations humaines sont placées au cœur de l’aventure et vous constaterez qu’il n’était pas évident, au début des années 80, de se mouvoir dans le milieu des affaires, peuplé de crocodiles en tous genres.

Sommaire :
La naissance d’Amstrad",979-8884534582,https://m.media-amazon.com/images/I/71UU0qm4bWL._SY522_.jpg,Independently published (27 avril 2024),David Hecq
CIEL DE TRAINE,17.77,"Pourquoi sommes-nous là et que laisserons-nous derrière nous ?
Ces questions fondamentales guident la réflexion sur le sens de notre existence.
L'auteur, trop généreux pour garder pour lui une vie extraordinaire, partage ses trois vies fabuleuses à travers une série de flash-backs basés sur des faits réels.
Plutôt qu'une simple biographie, c'est un récit captivant d'un homme vivant des expériences hors du commun, semblable à un dîner gastronomique en douze plats, toujours surprenant et jamais lassant.
Le fil conducteur est simple : la vie est courte, mais le bonheur doit être continu et exponentiel.
L'auteur veut montrer que nous n'avons pas besoin d'être malheureux pour apprécier le bonheur. Cette histoire, riche en contrastes comme un ciel de traîne après une perturbation, emmène le lecteur à travers des voyages étonnants, des rencontres avec des personnalités exceptionnelles, et des paysages à couper le souffle.",979-8326062529,https://m.media-amazon.com/images/I/51h8QCaWGmL._SY522_.jpg,Independently published (19 mai 2024),EDOUARD MAITRE
"Tout ce que je voulais, c'était courir",20.0,"Lorsqu'on lui diagnostique un cancer du sein à l'âge de 24 ans, Anaïs Quemener accuse le coup mais s'obstine : malgré les lourds traitements qu'elle doit subir, elle veut continuer de courir. Pour elle, le sport est une histoire de famille, une passion dévorante et partagée avec son père, qui l'a toujours soutenue et entraînée. Alors, pour combattre la maladie, elle fait de la course à pied sa thérapie. Son arme pour survivre. À tel point qu'à peine sortie d'affaire la Francilienne remporte en 2016 les championnats de France de marathon. Un sacre en guise de revanche sur la vie. Aide-soignante la nuit et athlète de haut niveau le jour, Anaïs Quemener ne cesse depuis d'accumuler les trophées et les records. Elle compte aujourd'hui parmi les meilleures marathoniennes au monde. Avec le naturel et l'incroyable énergie qui la caractérisent, elle raconte ce parcours hors du commun dont la force nous ébranle. Un destin singulier qui l'a conduite à croire encore plus fort à ses rêves et à chasser le temps, la moindre précieuse seconde, sur le bitume comme dans toutes les dimensions de son existence.",978-2080439482,https://m.media-amazon.com/images/I/71FWn0S9SiL._SY522_.jpg,FLAMMARION (3 avril 2024),Anaïs Quemener
Résilience: Ce qui ne me tue pas...,18.48,"Résilience
nom féminin
1- Valeur caractérisant la résistance au choc d'un métal.
2- Capacité à surmonter les chocs traumatiques.

Cher journal,
Surmonter les obstacles, ce n’est pas si simple. Ma vie n’a pas été de tout repos et ne le sera peut-être jamais. La vérité c’est que pour trouver la force d'avancer, il faut que je combatte mes démons et je ne sais pas si j’en suis capable. Pourtant aujourd'hui, la vie ne m'en laisse plus le choix. Hors de question d'abandonner désormais.
Juliette",979-8326109385,https://m.media-amazon.com/images/I/71ClpMMsMhL._SY522_.jpg,Independently published (28 mai 2024),Delphine Rougeot
